helpful,reviewerName,reviewerID,reviewTime,reviewText,overall,summary,asin,unixReviewTime
"[0, 0]",Vincent D.,A1EHNNMTB08S2P,"12 12, 2013","My friends will love them and I might just buy more? Pretty sweater neckacle, love the color and chain could be stronger but again the price you cant beat!!! Im happy...",5,WHO WHO!!!,B005LERHD8,1386806400
"[0, 0]",vmeans,A5O9USKDYRKVK,"02 4, 2013","This necklace is good for the price it was, I guess... It took a long time to arrive thou and I haven't even used it yet.",3,Alright,B005LERHD8,1359936000
"[0, 0]","V. Rivera ""tbell""",A1MO713GHGJXZD,"07 14, 2013",It is a really preatty and looks good..came on time. Really simple jewelry piece and for the price.. No complaints.,4,Nice preatty chain..,B005LERHD8,1373760000
"[0, 0]","wanderlust ""wavelette""",A19GYKRVE3SP00,"11 27, 2012",This was a waste of money. The size was too large and the pendant itself is unattractive. Not worth the wait to have it mailed to me internationally.,2,Way too big and unattractive.,B005LERHD8,1353974400
"[0, 0]",WillowJule,A32QDAKOPWYW17,"03 1, 2013","I love the length of the chain (which I had previously read did NOT have a clasp on it, but that does not bother me. The chain is so long all you have to do is pull it over your head.) Yes, the owl is rather large, but it's soooo cute! I love everything about it!One of my main concerns after purchasing this item was, &#34;Will it turn my neck green?&#34; and the answer is NO. My skin is very sensitive when it comes to fake jewelry so it made me a little apprehensive at first when I purchased. But I am pleased to say I've worn it for a full day twice now and it does NOT turn my neck green.Very good purchase!",5,Absolutely gorgeous!,B005LERHD8,1362096000
"[0, 0]",Winnie,A205ZO9KZY2ZD2,"01 10, 2013","I was expecting it to be more of a gold tint when it got here, but it's more of a brass colour. Other than that its fine, it looks sort've cheap though singe the hoops that connect it are way too large. it's about the size of a dollar bill folded in half.",4,It's ok,B005LERHD8,1357776000
"[0, 0]",yblirt,APFTQJGB3TFND,"02 11, 2014","These are just so cute, I even wear one and have never worn anything around my neck.  Most things so expensive you have to be so careful with.  I am not the most careful person, may be working in yard or cleaning and the expensive stuff are just not made for that kind of wearing.  Good seller.",5,cute,B005LERHD8,1392076800
"[1, 1]","Yuma, AZ",ARUAJ7VWW3KCI,"11 29, 2013",The pendant is very cute but the rhinestones are just thrown in & very cheap looking. The chain is very cheap and flimsy. Excellent for the cost (&#60;$2.00) and shipped quickly.,4,Great for the $$$,B005LERHD8,1385683200
"[0, 0]",Zayettcy,A1UJ9PL8CQ5TEQ,"07 12, 2014",Very cute!,4,Four Stars,B005LERHD8,1405123200
"[0, 0]",Zoe,A1OHOGJK6QJJZP,"07 9, 2014",Breaks very easily but is easily fixed. There is no clasp in the back and no way to adjust the necklace. What I do to adjust the size if by taking a safety pin and pinning some of the chain loops together so there  is a loop of chain hanging down my back.,3,Ehhh.,B005LERHD8,1404864000
"[0, 0]",Zuri Gandy,A23TVM6UI5ULUD,"03 9, 2014","This necklace looks just like they say, it's to cute and goes perfect with a simple outfit. This was cheap and worth the buy.",4,I love it,B005LERHD8,1394323200
